"","age","male","friend_cnt","avg_friend_age","avg_friend_male","friend_country_cnt","subscriber_friend_cnt","songsListened","lovedTracks","posts","playlists","shouts","delta1_friend_cnt","delta1_avg_friend_male","delta1_friend_country_cnt","delta1_subscriber_friend_cnt","delta1_songsListened","delta1_lovedTracks","delta1_posts","delta1_playlists","delta1_shouts","adopter","tenure","good_country","delta1_good_country","delta2_friend_cnt","delta2_avg_friend_male","delta2_friend_country_cnt","delta2_subscriber_friend_cnt","delta2_songsListened","delta2_lovedTracks","delta2_posts","delta2_playlists","delta2_shouts","delta2_good_country","delta1_avg_friend_age_2","subfriendcount_treat","tenure_treat","age_treat"
"100909",25,1,18,21.76923077,0.411764706,2,0,9707,50,0,1,0,0,0,0,0,189,1,0,0,0,1,53,0,0,1,0,0,0,954,2,0,0,NA,0,NA,0,1,1
"100910",29,1,14,24,0.714285714,2,0,101469,430,13,2,27,1,0.047619048,0,0,3351,26,0,0,0,1,79,1,0,1,0.035714286,0,0,4871,30,0,0,NA,0,NA,0,0,0
"100911",19,1,69,24.70588235,0.618181818,6,5,16343,100,3,2,44,5,0.002797203,0,1,2462,10,0,1,3,1,48,0,0,6,0.015151515,0,0,2054,8,0,0,NA,0,NA,1,1,0
"100917",18,1,47,19.42857143,0.512195122,9,1,77744,144,3,0,46,4,-0.040436457,1,0,9774,9,0,0,7,1,52,0,0,3,-0.013888889,1,0,9287,7,0,0,NA,0,NA,1,1,0
"100918",43,1,7,42.66666667,1,3,0,79173,820,6,5,0,0,0,0,0,389,0,0,0,0,1,48,1,0,0,0,0,0,3220,33,0,0,NA,0,NA,0,1,0
"100919",43,1,9,37.16666667,0.833333333,2,2,74797,264,21,1,40,0,0,0,0,2841,4,0,0,0,1,73,0,0,0,0,0,0,2462,0,0,0,NA,0,NA,1,0,0
"100921",25,1,7,23,0.833333333,1,0,24318,15,2,0,8,1,0.033333333,0,0,1264,0,0,0,0,1,47,0,0,0,0,0,0,1590,0,0,0,NA,0,NA,0,1,1
"100927",33,1,1,NA,NA,0,0,15283,131,0,0,0,0,NA,0,0,1205,0,0,0,0,1,74,0,0,0,NA,0,0,1213,6,0,0,NA,0,NA,0,0,0
"100930",20,0,19,18.5,0.058823529,1,0,26146,179,1,0,0,1,-0.003676471,0,0,1382,10,0,0,0,1,45,0,0,2,-0.010025063,0,0,576,3,0,0,NA,0,NA,0,1,0
"100931",26,0,2,NA,NA,1,0,1580,14,0,2,3,0,NA,0,0,144,0,0,0,0,1,50,0,0,0,NA,0,0,157,3,0,0,NA,0,NA,0,1,1
"100932",28,1,0,NA,NA,0,0,28712,181,0,1,3,0,NA,0,0,3752,0,0,0,0,1,61,1,0,0,NA,0,0,3638,6,0,0,NA,0,NA,0,0,1
"100933",26,1,6,25.83333333,0.4,1,1,17434,110,0,0,1,0,0,0,0,4247,0,0,0,0,1,28,1,0,0,0,0,0,2579,27,0,0,NA,0,NA,1,0,1
"100936",24,0,3,31,1,2,1,32200,75,1,1,14,0,0,0,0,80,0,0,0,0,1,74,0,0,0,0,0,1,273,0,0,0,NA,0,NA,1,0,1
"100940",19,0,86,21.56338028,0.657894737,19,1,14204,112,1,1,284,2,-0.004267425,0,1,133,1,0,0,4,1,40,0,0,3,0.004366155,0,0,229,0,0,0,NA,0,NA,1,1,0
"100942",34,1,8,35.16666667,0.75,4,1,7026,123,2,1,10,0,0,0,1,1,0,0,0,0,1,31,1,0,0,0,0,0,60,0,0,0,NA,0,NA,1,0,0
"100944",22,1,16,22,1,1,0,103212,16,0,1,10,3,0.083333333,-1,0,10806,0,0,0,1,1,49,0,0,2,-0.058823529,0,0,12802,2,0,0,NA,0,NA,0,1,1
"100948",23,1,7,23.25,0.75,1,0,16793,3,0,0,15,0,0,0,0,142,0,0,0,0,1,58,1,0,0,0,0,0,232,1,0,0,NA,0,NA,0,1,1
"100953",39,1,33,32.67857143,0.518518519,14,3,13660,1638,212,0,95,2,-0.01994302,2,0,158,2,0,0,1,1,39,1,0,0,0.035714286,-1,2,409,8,0,0,NA,0,NA,1,0,0
"100955",19,0,4,24,0.666666667,2,0,13739,147,0,11,13,1,0.166666667,1,0,7846,53,0,1,12,1,8,0,0,1,-0.166666667,0,0,808,1,0,0,NA,0,NA,0,0,0
"100960",21,1,38,21.21428571,0.774193548,4,1,72088,63,4,0,20,2,0.007526882,0,0,3974,1,0,0,0,1,67,1,0,1,0.007130125,0,1,5395,0,0,0,NA,0,NA,1,0,0
"100961",22,0,28,24.52380952,0.846153846,6,2,5670,310,3,0,19,4,-0.023411371,1,0,236,0,0,0,2,1,12,1,0,0,-0.035714286,1,0,1585,0,0,0,NA,0,NA,1,0,1
"100968",29,0,50,30.62857143,0.926829268,14,3,9616,414,6,1,32,0,0,0,1,99,0,0,0,0,1,57,0,0,-1,-0.001829268,-1,1,160,2,0,0,NA,0,NA,1,1,0
"100970",24,1,4,18.33333333,0.333333333,1,0,1668,63,0,1,5,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,196,2,0,0,NA,0,NA,0,0,1
"100972",46,1,4,40.66666667,1,2,0,29172,16,0,1,1,0,0,0,0,144,0,0,0,0,1,47,1,0,0,0,0,0,3297,6,0,0,NA,0,NA,0,1,0
"100973",38,1,1,NA,1,1,0,728,80,0,0,2,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"100974",23,0,1,28,1,1,1,272,0,0,0,1,0,0,0,0,174,0,0,0,0,1,6,0,0,0,0,0,0,556,0,0,0,NA,0,NA,1,0,1
"100977",29,0,28,27.63636364,0.545454546,4,0,87307,206,1,1,14,2,0.045454546,0,0,3598,2,0,0,0,1,62,0,0,0,0,0,0,5450,7,0,0,NA,0,NA,0,0,0
"100979",28,0,11,25.83333333,0.777777778,2,1,9268,243,0,1,0,0,0,0,0,0,0,0,0,0,1,51,0,0,0,0,0,0,3264,14,0,0,NA,0,NA,1,1,1
"100989",23,0,16,28.14285714,0.833333333,7,2,22933,556,5,1,15,0,0,0,0,26,0,0,0,0,1,76,0,0,4,-0.033333333,2,0,312,2,0,0,NA,0,NA,1,0,1
"100998",35,0,218,24.76923077,0.49,38,11,88838,2719,15,0,172,21,0.03945055,3,1,16461,278,0,0,17,1,27,1,0,19,0.018153426,5,7,9481,302,0,0,NA,0,NA,1,0,0
"101009",32,0,8,30.875,0.8,1,1,213,14,0,0,2,0,0.133333333,0,0,11,8,0,0,0,1,35,1,0,0,0,0,0,1313,34,0,0,NA,0,NA,1,0,0
"101013",18,1,1,27,1,1,0,5473,67,0,1,2,0,0,0,0,116,0,0,0,0,1,46,0,0,0,0,0,0,42,0,0,0,NA,0,NA,0,1,0
"101018",26,1,6,26.2,0.666666667,2,2,1682,33,0,0,1,0,0,0,1,57,15,0,0,0,1,15,0,0,0,0,0,0,527,25,0,0,NA,0,NA,1,0,1
"101019",22,1,14,21.81818182,0.461538462,2,0,39507,102,0,0,3,1,0,0,0,435,0,0,0,0,1,42,0,0,1,-0.025,0,0,1030,5,0,0,NA,0,NA,0,1,1
"101020",24,1,20,24.4,0.75,3,3,14316,14,0,2,6,2,0,0,0,103,0,0,0,0,1,79,0,0,-1,-0.025641026,0,0,67,0,0,0,NA,0,NA,1,0,1
"101021",18,1,68,18.86,0.457627119,10,1,70446,145,1,0,261,5,-0.042372881,0,0,1846,13,0,0,4,1,33,0,0,0,0.007344633,-1,0,1249,4,0,0,NA,0,NA,1,0,0
"101022",22,1,1,15,0,1,0,17821,62,0,0,2,0,0,0,0,1424,1,0,0,0,1,37,1,0,0,0,0,0,2859,97,0,0,NA,0,NA,0,0,1
"101026",20,1,3,20,1,2,0,1799,161,0,1,1,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,4706,90,0,0,NA,0,NA,0,0,0
"101027",30,1,8,29.8,1,1,2,33772,434,1,1,4,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,6,0,0,0,NA,0,NA,1,0,0
"101030",22,1,11,22.66666667,0.444444444,3,0,20418,12,1,0,4,0,0,-1,0,2735,0,0,0,0,1,36,0,0,2,0,0,1,5592,7,0,1,NA,0,NA,0,0,1
"101032",20,1,29,22.4,0.782608696,3,1,19726,181,0,0,27,2,0.009881423,0,0,1807,23,0,0,0,1,53,0,0,11,-0.018518519,0,1,8455,118,0,0,NA,0,NA,1,1,0
"101033",23,1,12,23.6,0.5,3,0,17211,78,0,0,4,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,0,0,550,4,0,0,NA,0,NA,0,1,1
"101034",28,0,10,27.5,0.888888889,2,0,25163,438,0,2,3,2,0.031746032,1,0,1864,48,0,0,0,1,34,1,0,1,0.011111111,0,0,1668,24,0,0,NA,0,NA,0,0,1
"101035",27,1,21,24.07692308,0.470588235,8,1,11064,11,4,3,14,0,0,0,0,2196,0,0,0,0,1,44,0,0,0,0,0,0,3051,0,0,0,NA,0,NA,1,1,1
"101041",29,1,47,33.28125,0.575,3,3,15263,403,0,0,2,3,0.007432432,0,1,154,0,0,0,0,1,62,1,0,3,0.029651163,0,0,1113,7,0,0,NA,0,NA,1,0,0
"101043",24,1,7,23.5,0.833333333,2,0,55859,34,0,1,5,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,1,0,0,0,NA,0,NA,0,1,1
"101047",26,1,61,24.02941177,0.276595745,5,1,80430,76,0,7,0,0,0.016595745,-1,0,5211,0,0,0,0,1,78,0,0,-1,-0.015942029,0,0,6852,0,0,0,NA,0,NA,1,0,1
"101051",22,1,38,22.46666667,0.71875,7,2,27974,68,16,2,18,0,0.009072581,0,0,910,0,0,0,0,1,73,1,0,-1,-0.007936508,0,0,2076,0,0,0,NA,0,NA,1,0,1
"101054",26,1,33,26.5,0.533333333,12,1,113236,220,75,0,3,3,0.014814815,0,0,5392,3,0,0,0,1,58,0,0,1,-0.016129032,0,1,4316,0,0,0,NA,0,NA,1,1,1
"101057",53,1,0,NA,NA,0,0,1117,30,0,4,1,0,NA,0,0,0,0,0,0,0,1,22,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0
"101058",25,1,5,32.5,0.75,2,0,8161,142,0,2,1,0,0,0,0,333,1,0,0,0,1,50,0,0,0,0,0,0,1330,6,0,0,NA,0,NA,0,1,1
"101060",28,1,26,27,0.818181818,3,2,38970,73,1,0,21,0,0,1,1,1779,1,0,0,0,1,63,1,0,0,0.007905138,0,0,2919,2,0,0,NA,0,NA,1,0,1
"101061",27,0,9,29.4,0.857142857,2,0,1821,97,0,0,7,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,178,11,0,0,NA,0,NA,0,0,1
"101062",31,0,2,37,1,2,0,5055,5,0,1,1,0,0,0,0,0,0,0,0,0,1,30,0,0,-1,NA,-1,0,625,0,0,0,NA,0,NA,0,0,0
"101068",27,0,1,20,1,1,0,876,94,0,0,1,0,0,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,16,0,0,0,NA,0,NA,0,1,1
"101069",25,0,4,25,1,4,0,122,7,0,0,5,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,-1,0,0,0,0,0,NA,0,NA,0,0,1
"101070",27,0,7,28.5,0.5,1,0,965,93,0,1,1,0,0,0,0,28,2,0,0,0,1,50,0,0,0,0,0,0,983,0,0,0,NA,0,NA,0,1,1
"101071",22,1,20,21.91666667,0.470588235,3,3,6416,57,0,2,8,5,0.016042781,0,1,595,40,0,1,2,1,53,0,0,17,-0.066666667,8,3,2964,77,0,0,NA,0,NA,1,1,1
"101072",21,0,24,22.94444444,0.5,6,0,4953,212,1,0,10,0,0,0,0,26,0,0,0,0,1,37,0,0,0,0.023809524,1,0,108,0,0,0,NA,0,NA,0,0,0
"101076",25,1,8,22.16666667,0.5,4,0,30890,0,0,0,2,0,0,0,0,33,0,0,0,0,1,83,0,0,2,0,0,0,913,24,0,0,NA,0,NA,0,0,1
"101078",25,0,1,28,1,1,0,8957,72,0,1,3,0,0,0,0,11,0,0,0,0,1,49,0,0,1,-0.166666667,0,0,1468,2,0,0,NA,0,NA,0,1,1
"101079",26,1,31,26.80769231,0.666666667,1,3,23836,82,0,0,44,0,0,0,1,1454,0,0,0,1,1,49,0,0,0,0,0,0,1416,11,0,0,NA,0,NA,1,1,1
"101084",25,1,1,32,1,1,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,2,0.083333333,1,1,528,0,0,0,NA,0,NA,0,0,1
"101089",25,0,12,29,0.888888889,4,1,4214,4,0,0,2,0,0,0,0,326,0,0,0,0,1,46,0,0,0,0,0,0,22,0,0,0,NA,0,NA,1,1,1
"101093",29,1,13,29.66666667,0.615384615,8,0,13987,60,0,1,9,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,0,1,2,0,0,0,NA,0,NA,0,1,0
"101094",31,1,7,35.33333333,0.666666667,1,0,37548,69,2,1,9,0,0,0,0,2114,1,0,0,0,1,106,0,0,0,0,0,0,1542,4,0,0,NA,0,NA,0,0,0
"101095",26,1,8,25.83333333,0.875,3,0,37021,44,6,0,6,0,0,0,0,1245,0,0,0,1,1,74,1,0,0,0,0,0,561,1,0,0,NA,0,NA,0,0,1
"101096",48,0,3,20.33333333,0.333333333,1,0,21067,19,0,0,2,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,108,4,0,1,NA,0,NA,0,1,0
"101097",24,0,37,24.77777778,0.852941177,10,1,36326,0,0,0,14,2,0.004456328,0,0,952,0,0,0,1,1,73,1,0,3,0.008169935,0,1,1932,0,0,0,NA,0,NA,1,0,1
"101102",27,1,18,22.5,0.230769231,9,1,46085,119,1,0,39,2,0.064102564,1,1,3040,9,0,0,0,1,28,0,0,0,0,0,0,1304,2,0,0,NA,0,NA,1,0,1
"101107",22,1,25,22.4,0.695652174,3,1,14583,30,0,2,25,3,0.045652174,0,0,737,2,0,0,2,1,36,1,0,0,0,0,0,851,0,0,0,NA,0,NA,1,0,1
"101109",29,0,6,29,0.2,3,0,21,1,0,0,1,1,-0.05,1,0,0,0,0,0,0,1,32,0,0,1,0.133333333,0,0,577,35,0,0,NA,0,NA,0,0,0
"101111",35,0,52,31.64864865,0.720930233,4,2,2703,117,0,1,19,1,0,0,0,0,0,0,0,0,1,59,0,0,1,0.006342495,0,0,1,0,0,0,NA,0,NA,1,1,0
"101114",37,1,4,32,1,2,0,3478,0,0,0,2,0,0,0,0,57,0,0,0,0,1,36,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0
"101117",18,1,161,20.30769231,0.84057971,13,2,40717,0,12,0,395,3,-0.003864734,0,0,1559,0,0,0,8,1,37,1,0,15,-0.013978495,1,1,5013,96,0,0,NA,0,NA,1,0,0
"101123",20,1,19,19.2,0.75,2,0,7970,122,0,0,2,1,0.016666667,1,0,3143,0,0,0,0,1,16,1,0,0,0,0,0,1597,2,0,0,NA,0,NA,0,0,0
"101126",29,0,12,29.875,0.416666667,7,1,3433,147,0,0,8,0,0,0,0,53,3,0,0,1,1,34,1,0,0,0,-1,0,200,0,0,0,NA,0,NA,1,0,0
"101128",30,0,4,23.75,1,4,0,1971,5,0,0,10,1,0,1,0,96,0,0,0,7,1,39,0,0,0,0,0,0,36,0,0,0,NA,0,NA,0,0,0
"101131",22,1,140,19.36936937,0.052238806,24,0,2765,74,0,3,377,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0.00729927,1,0,187,3,0,0,NA,0,NA,0,0,1
"101132",29,1,1,24,1,1,0,20983,0,1,0,1,0,0,0,0,421,0,0,0,0,1,81,1,0,0,0,0,0,1295,0,0,0,NA,0,NA,0,0,0
"101134",19,1,27,19.55555556,0.681818182,7,0,33508,439,0,0,3,0,0.015151515,0,0,2723,71,0,0,0,1,23,0,0,1,-0.028985507,0,0,1208,19,0,0,NA,0,NA,0,0,0
"101135",24,0,9,28,0.75,1,0,434,15,0,0,0,0,0,0,0,193,0,0,0,0,1,31,1,0,0,0,0,0,195,1,0,0,NA,0,NA,0,0,1
"101137",18,1,8,18.57142857,0.285714286,4,0,53812,18,0,0,3,0,0,0,0,2453,3,0,0,0,1,15,0,0,0,0,0,0,4691,0,0,0,NA,0,NA,0,0,0
"101138",29,1,7,28.57142857,0.833333333,2,0,43468,264,4,1,9,0,0,0,0,8490,1,0,0,0,1,89,1,0,1,0.023809524,1,0,1389,12,0,0,NA,0,NA,0,0,0
"101141",19,1,19,22.36363636,0.733333333,4,0,40398,50,0,0,4,0,0,0,0,1301,1,0,0,0,1,83,0,0,0,0,0,0,2027,1,0,0,NA,0,NA,0,0,0
"101144",22,1,21,22.15384615,0.25,10,1,26885,214,1,0,8,2,0.035714286,1,0,2083,4,0,0,0,1,36,1,0,3,-0.017391304,0,0,2766,1,0,0,NA,0,NA,1,0,1
"101153",32,1,5,NA,NA,0,0,17963,86,0,4,0,0,NA,0,0,2194,0,0,0,0,1,68,1,0,1,-0.5,0,0,2148,1,0,0,NA,0,NA,0,0,0
"101155",26,1,2,26.5,0.5,1,0,531,15,0,0,2,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,22,0,0,0,NA,0,NA,0,0,1
"101161",36,1,28,36.5,0.739130435,18,2,12576,897,1,1,11,0,0,0,0,301,2,0,0,0,1,63,0,0,7,0.065830721,3,3,324,7,0,0,NA,0,NA,1,0,0
"101163",22,0,7,24.2,1,1,0,14047,47,0,0,1,0,0,0,0,0,0,0,0,0,1,31,1,0,4,-0.181818182,2,0,186,6,0,0,NA,0,NA,0,0,1
"101166",23,1,8,23.5,0,3,1,7167,129,0,0,0,3,0,0,1,820,15,0,0,0,1,17,1,0,1,-0.003676471,0,0,1751,19,0,0,NA,0,NA,1,0,1
"101167",25,0,1,NA,NA,1,0,5608,262,0,0,1,0,NA,0,0,1165,46,0,0,0,1,16,1,0,0,0,0,0,561,25,0,0,NA,0,NA,0,0,1
"101174",45,1,4,30,0.333333333,2,0,936,298,0,9,3,0,0,0,0,40,4,0,0,0,1,36,0,0,0,0,0,0,162,41,0,0,NA,0,NA,0,0,0
"101175",29,0,3,30.5,0.666666667,1,0,4956,45,0,1,2,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,642,32,0,0,NA,0,NA,0,0,0
"101176",21,1,1,23,1,1,1,6,4,0,0,2,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,293,5,0,0,NA,0,NA,1,0,0
"101179",35,1,24,37.54545455,0.466666667,3,3,5654,163,0,2,2,0,0,0,1,0,0,0,0,0,1,86,0,0,1,0.033333333,0,0,0,0,0,0,NA,0,NA,1,0,0
"101181",28,0,288,29.98989899,0.747826087,24,16,43416,1262,5,1,328,7,0.00115942,-1,1,0,0,0,0,0,1,72,0,0,-1,0.003191489,0,0,306,4,0,0,NA,0,NA,1,0,1
"101184",29,0,14,27.8,0.181818182,5,2,4886,1,0,0,4,0,0,0,0,62,1,0,0,0,1,80,1,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0
"101188",20,1,28,19.08695652,0.24,6,0,16730,54,0,0,4,15,-0.01,2,0,9626,45,0,0,1,1,4,0,0,11,0.013461539,0,0,2340,18,0,0,NA,0,NA,0,0,0
"101192",19,1,6,30,1,1,0,20691,6,0,0,1,0,0,0,0,3,0,0,0,1,1,55,1,0,0,0,0,0,80,1,0,0,NA,0,NA,0,1,0
"101199",33,0,1,32,1,1,1,1213,36,0,1,0,0,0,0,0,0,0,0,0,0,1,56,0,0,0,0,0,0,55,1,0,0,NA,0,NA,1,1,0
"101202",35,1,8,29.5,0.25,5,1,26732,32,0,1,1,0,0,0,0,216,0,0,0,0,1,76,0,0,0,0,0,0,44,1,0,0,NA,0,NA,1,0,0
"101211",15,1,253,22.16,0.595454546,33,21,20251,1115,13,0,4538,39,0.027886978,3,4,4468,138,0,0,246,1,14,1,0,33,0.020635946,-1,3,5004,366,10,1,NA,0,NA,1,0,0
"101213",17,1,20,19.0625,0.263157895,6,0,953,32,0,1,3,0,0,0,0,15,1,0,0,0,1,17,0,0,4,0.009569378,2,0,336,0,0,0,NA,0,NA,0,0,0
"101218",22,0,8,21.8,0.8,1,0,27835,101,0,1,4,2,0.133333333,0,0,1051,10,0,0,0,1,19,1,0,1,-0.133333333,0,0,1012,5,0,0,NA,0,NA,0,0,1
"101220",21,1,19,21,0.307692308,5,0,5551,354,54,0,14,0,-0.025641026,0,0,2976,6,8,0,0,1,53,0,0,-6,-0.025641026,-1,0,3866,13,0,0,NA,0,NA,0,1,0
"101222",31,1,1,30,1,1,0,4469,2,0,1,1,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,6723,0,0,0,NA,0,NA,0,0,0
"101224",28,1,6,22,1,2,0,3250,22,0,0,3,1,0,0,0,679,0,0,0,0,1,26,0,0,1,0,0,0,1170,20,0,0,NA,0,NA,0,0,1
"101228",23,1,9,20.2,0.428571429,2,0,19054,0,0,0,1,1,-0.071428571,0,0,299,0,0,0,0,1,31,1,0,0,-0.076923077,1,0,3732,19,0,0,NA,0,NA,0,0,1
"101229",25,1,12,22.22222222,0.666666667,5,2,10056,3,0,1,1,0,0,0,1,2119,0,0,0,0,1,43,0,0,2,-0.083916084,0,0,1127,0,0,0,NA,0,NA,1,1,1
"101238",29,1,23,27.7,0.5,4,0,25696,305,0,1,2,0,0,0,0,386,0,0,0,0,1,54,0,0,0,0,0,0,328,0,0,0,NA,0,NA,0,1,0
"101243",25,1,22,30.625,0.928571429,8,2,44052,328,0,3,7,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,66,0,0,0,NA,0,NA,1,1,1
"101246",29,0,2,38.5,0,1,0,5690,68,0,6,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,0,0,3093,21,0,0,NA,0,NA,0,1,0
"101247",28,1,6,30.33333333,0.5,1,0,4414,95,0,1,4,0,0,0,0,136,1,0,0,0,1,52,1,0,0,0,0,0,227,4,0,0,NA,0,NA,0,1,1
"101249",24,0,20,22.52941177,0.470588235,2,0,6917,223,0,0,5,2,-0.029411765,0,0,302,37,0,0,0,1,9,0,0,0,0,0,0,17213,69,0,0,NA,0,NA,0,0,1
"101257",26,1,2,25,1,1,0,20061,24,0,1,0,0,0,0,0,334,4,0,0,0,1,52,0,0,2,0.030769231,0,0,5759,2,0,0,NA,0,NA,0,1,1
"101273",18,1,1,20,1,0,0,339,18,0,0,5,0,0,-1,0,0,0,0,0,0,1,16,1,0,2,0,0,0,55,0,0,0,NA,0,NA,0,0,0
"101276",23,0,10,22.5,0.714285714,1,0,40640,180,1,1,25,1,0,0,0,2652,12,0,0,1,1,40,0,0,1,0.035714286,0,0,2984,18,0,0,NA,0,NA,0,1,1
"101277",25,1,11,24.71428571,0.857142857,1,0,8848,75,0,1,2,4,-0.142857143,0,0,452,5,0,0,0,1,63,1,0,1,0,0,0,252,53,0,0,NA,0,NA,0,0,1
"101279",18,0,1,18,0,1,0,4748,18,1,0,2,0,0,0,0,0,0,0,0,0,1,22,0,0,14,-0.216666667,2,0,732,2,0,0,NA,0,NA,0,0,0
"101280",26,1,0,NA,NA,0,0,1886,6,0,0,1,0,NA,0,0,0,0,0,0,0,1,70,0,0,-1,0,-1,0,507,15,0,1,NA,0,NA,0,0,1
"101293",22,1,17,33.16666667,0.777777778,1,0,49861,18,33,1,37,0,0,0,0,1181,0,0,0,0,1,73,1,0,0,0,0,0,174,0,0,0,NA,0,NA,0,0,1
"101296",19,1,9,21.83333333,0.666666667,1,0,24916,849,10,0,0,0,0,0,0,820,17,0,0,0,1,40,0,0,2,0.1,0,0,4807,5,0,0,NA,0,NA,0,1,0
"101297",24,1,9,22.57142857,0.777777778,3,1,70342,34,0,1,3,0,0,0,1,0,0,0,0,0,1,69,0,0,2,-0.141414141,0,0,6124,117,0,0,NA,0,NA,1,0,1
"101298",26,1,6,26.5,1,2,0,7576,115,0,5,9,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,533,20,0,0,NA,0,NA,0,0,1
"101301",25,0,72,24.22641509,0.861538462,17,2,50749,160,0,0,6,7,0.016710875,1,0,5493,15,0,0,4,1,34,0,0,9,-0.024197531,2,3,3030,9,0,0,NA,0,NA,1,0,1
"101302",24,1,17,22.07142857,0.625,5,1,14807,21,1,0,8,0,0,0,0,1331,2,0,0,0,1,39,0,0,0,0,0,0,935,2,1,0,NA,0,NA,1,0,1
"101304",20,1,3,20,1,2,0,16063,18,0,1,5,0,0,0,0,0,0,0,0,0,1,76,0,0,0,0,0,0,36,2,0,0,NA,0,NA,0,0,0
"101307",43,1,5,36.8,0.6,2,0,14591,29,0,1,2,0,0,0,0,0,0,0,0,0,1,52,1,0,0,0,0,0,489,0,0,0,NA,0,NA,0,1,0
"101309",21,1,9,25.5,0.857142857,6,1,7655,428,0,1,2,1,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,1250,183,0,0,NA,0,NA,1,0,0
"101310",22,1,2,23,0.5,2,0,379,27,0,1,4,1,-0.5,1,0,0,0,0,0,0,1,27,0,0,0,-0.083333333,1,0,1425,0,0,0,NA,0,NA,0,0,1
"101312",22,0,6,21.66666667,0.75,1,0,4213,70,0,0,1,0,0,0,0,0,0,0,0,0,1,53,0,0,3,-0.083333333,1,0,578,1,0,0,NA,0,NA,0,1,1
"101319",19,1,6,19.4,0.5,2,0,5719,1,0,0,6,0,0,0,0,1173,0,0,0,0,1,19,1,0,0,0,0,0,253,0,0,0,NA,0,NA,0,0,0
"101321",33,1,1,NA,NA,0,0,2728,86,0,0,1,0,NA,0,0,0,0,0,0,0,1,31,0,0,0,NA,0,0,963,20,0,0,NA,0,NA,0,0,0
"101322",25,1,7,24.75,1,2,0,48424,1,27,0,73,0,0,0,0,1509,1,1,0,0,1,66,1,0,0,0,0,0,466,0,0,0,NA,0,NA,0,0,1
"101324",24,1,28,20.83333333,0.85,9,0,9376,0,3,0,4,1,0.016666667,0,0,899,0,0,0,0,1,30,0,0,4,-0.017142857,1,0,951,0,0,0,NA,0,NA,0,0,1
"101330",22,1,5,22,0.8,2,0,10251,3,0,1,2,0,0,0,0,553,0,0,0,0,1,55,1,0,0,0,0,0,646,0,0,0,NA,0,NA,0,1,1
"101332",23,1,24,23.11111111,0.636363636,5,1,60401,8,0,1,32,1,-0.03030303,1,0,2949,7,0,0,8,1,55,1,0,4,0.017482518,2,0,610,52,0,0,NA,0,NA,1,1,1
"101334",24,1,5,30.25,0.333333333,4,1,7384,44,0,1,1,1,0,0,1,1601,14,0,0,0,1,7,1,0,0,0,0,0,678,145,0,0,NA,0,NA,1,0,1
"101336",21,1,7,21.75,0.2,3,0,19586,369,0,0,1,0,0,0,0,3124,97,0,0,1,1,32,0,0,0,0,0,0,2591,28,0,0,NA,0,NA,0,0,0
"101337",20,1,7,19.5,1,1,0,23563,71,0,0,2,0,0,0,0,2713,26,0,0,0,1,15,0,0,0,0,0,0,898,1,0,0,NA,0,NA,0,0,0
"101338",42,1,0,NA,NA,0,0,3184,40,0,1,1,0,NA,0,0,0,0,0,0,0,1,56,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,1,0
"101341",47,1,4,28,1,2,0,14871,11,0,0,2,0,0,0,0,0,0,0,0,0,1,56,1,0,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0
"101343",17,1,19,18.875,0.5,3,0,18386,27,19,0,2,1,-0.029411765,0,0,2991,0,0,0,0,1,34,0,0,6,0.003968254,2,0,4140,1,113,0,NA,0,NA,0,0,0
"101346",35,1,91,23.26470588,0.896103896,8,2,48224,663,6,1,46,20,0.012770563,1,1,2137,2,0,0,7,1,66,0,0,34,0.023698264,2,1,1922,0,2,0,NA,0,NA,1,0,0
